"Date","Price","Open","High","Low","Vol.","Change %"
"29/04/2020","10,550.0","10,300.0","10,700.0","10,300.0","7.60M","2.43%"
"28/04/2020","10,300.0","9,900.0","10,300.0","9,900.0","6.73M","4.04%"
"27/04/2020","9,900.0","9,680.0","9,980.0","9,650.0","7.55M","3.66%"
"24/04/2020","9,550.0","9,500.0","9,550.0","9,340.0","4.20M","0.53%"
"23/04/2020","9,500.0","9,660.0","9,690.0","9,500.0","5.04M","0.21%"
"22/04/2020","9,480.0","9,150.0","9,640.0","9,150.0","6.72M","1.61%"
"21/04/2020","9,330.0","9,160.0","9,720.0","9,100.0","8.22M","-0.74%"
"20/04/2020","9,400.0","9,050.0","9,650.0","9,050.0","9.31M","3.98%"
"17/04/2020","9,040.0","9,100.0","9,150.0","9,010.0","7.23M","1.01%"
"16/04/2020","8,950.0","9,040.0","9,040.0","8,870.0","6.10M","-1.21%"
"15/04/2020","9,060.0","9,050.0","9,180.0","9,010.0","5.99M","0.11%"
"14/04/2020","9,050.0","8,900.0","9,110.0","8,850.0","8.81M","2.84%"
"13/04/2020","8,800.0","8,500.0","9,000.0","8,500.0","9.33M","3.17%"
"10/04/2020","8,530.0","8,710.0","8,710.0","8,500.0","4.34M","-2.07%"
"09/04/2020","8,710.0","9,000.0","9,000.0","8,700.0","8.94M","1.99%"
"08/04/2020","8,540.0","7,900.0","8,540.0","7,750.0","9.41M","6.88%"
"07/04/2020","7,990.0","8,200.0","8,200.0","7,850.0","3.97M","-1.84%"
"06/04/2020","8,140.0","7,800.0","8,190.0","7,800.0","5.09M","5.71%"
"03/04/2020","7,700.0","7,580.0","7,740.0","7,500.0","4.56M","4.62%"
"01/04/2020","7,360.0","7,000.0","7,360.0","7,000.0","2.79M","3.81%"
"31/03/2020","7,090.0","7,140.0","7,320.0","6,850.0","3.33M","-0.70%"
"30/03/2020","7,140.0","7,200.0","7,500.0","7,090.0","6.32M","-6.30%"
"27/03/2020","7,620.0","7,550.0","7,990.0","7,550.0","3.30M","0.26%"
"26/03/2020","7,600.0","7,850.0","7,850.0","7,600.0","2.13M","-3.18%"
"25/03/2020","7,850.0","8,000.0","8,000.0","7,770.0","2.46M","4.25%"
"24/03/2020","7,530.0","7,320.0","7,800.0","7,320.0","5.98M","-4.32%"
"23/03/2020","7,870.0","8,150.0","8,150.0","7,870.0","4.63M","-6.97%"
"20/03/2020","8,460.0","8,500.0","8,700.0","8,410.0","1.98M","-0.12%"
"19/03/2020","8,470.0","8,510.0","8,690.0","8,400.0","2.63M","-3.31%"
"18/03/2020","8,760.0","8,900.0","8,950.0","8,620.0","1.94M","-1.02%"
"17/03/2020","8,850.0","8,410.0","9,390.0","8,410.0","3.06M","-0.34%"
"16/03/2020","8,880.0","8,800.0","8,880.0","8,310.0","3.24M","-0.22%"
"13/03/2020","8,900.0","7,820.0","8,900.0","7,810.0","4.57M","6.08%"
"12/03/2020","8,390.0","8,500.0","8,650.0","8,390.0","5.36M","-6.98%"
"11/03/2020","9,020.0","9,570.0","9,650.0","8,970.0","5.18M","-5.05%"
"10/03/2020","9,500.0","9,200.0","9,590.0","9,000.0","2.87M","1.06%"
"09/03/2020","9,400.0","9,400.0","9,800.0","9,400.0","4.94M","-6.93%"
